time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,date,precipIntensityMaxTime,precipType,precipAccumulation
1200031200,Overcast throughout the day.,rain,1200057505,1200091227,0.12,0.0006,0.005,0.61,36.09,1200078000,27.57,1200135600,30.55,1200070800,27.57,1200135600,30.56,0.84,1006.04,6.56,15.28,1200038400,264,0.97,1,1200074400,7.283,31.61,1200114000,36.77,1200031200,27.98,1200106800,33.92,1200031200,2008-01-11,1200031200.0,rain,
1200117600,Mostly cloudy throughout the day.,partly-cloudy-day,1200143887,1200177692,0.16,0.0,0.0,0.0,40.95,1200171600,33.0,1200232800,36.83,1200178800,27.24,1200232800,28.03,0.77,1015.71,4.01,11.74,1200157200,157,0.65,1,1200160800,7.727,27.57,1200135600,40.95,1200171600,27.24,1200150000,36.83,1200178800,2008-01-12,,,
1200204000,Overcast throughout the day.,cloudy,1200230266,1200264158,0.19,0.0,0.0,0.0,33.22,1200229200,24.69,1200319200,27.72,1200229200,15.68,1200319200,27.53,0.81,1014.36,6.8,17.09,1200276000,260,0.99,1,1200247200,6.242,28.27,1200286800,37.58,1200204000,19.88,1200286800,36.28,1200211200,2008-01-13,,,
1200290400,Overcast throughout the day.,cloudy,1200316643,1200350626,0.23,0.0,0.0,0.0,25.16,1200344400,14.07,1200398400,17.05,1200344400,5.19,1200402000,17.83,0.76,1017.57,7.82,17.46,1200330000,279,0.95,2,1200333600,8.124,19.1,1200373200,27.59,1200290400,9.35,1200373200,19.76,1200301200,2008-01-14,,,
1200376800,Mostly cloudy throughout the day.,partly-cloudy-day,1200403018,1200437094,0.26,0.0,0.0,0.0,27.42,1200427200,22.13,1200466800,25.86,1200438000,15.73,1200470400,12.9,0.72,1021.22,4.51,12.31,1200376800,252,0.49,2,1200420000,9.997,14.07,1200398400,27.42,1200427200,5.19,1200402000,25.86,1200438000,2008-01-15,,,
1200463200,Partly cloudy throughout the day.,partly-cloudy-day,1200489391,1200523564,0.3,0.0,0.0,0.0,39.01,1200517200,31.98,1200567600,32.75,1200517200,26.33,1200549600,20.1,0.66,1020.68,6.73,21.25,1200510000,175,0.39,2,1200506400,9.984,22.13,1200466800,39.01,1200517200,15.73,1200470400,32.75,1200517200,2008-01-16,,,
1200549600,Flurries in the afternoon.,snow,1200575761,1200610034,0.34,0.0012,0.0079,0.76,34.19,1200585600,10.73,1200650400,27.93,1200585600,-0.42,1200643200,21.25,0.76,1011.49,8.67,24.85,1200618000,216,0.86,2,1200592800,7.515,14.11,1200625200,34.19,1200585600,0.06,1200632400,28.8,1200560400,2008-01-17,1200603600.0,snow,0.24
1200636000,Partly cloudy throughout the day.,partly-cloudy-day,1200662130,1200696505,0.37,0.0,0.0004,0.09,29.35,1200690000,-1.19,1200751200,21.64,1200690000,-14.55,1200751200,9.73,0.7,1017.82,7.65,20.46,1200636000,244,0.47,2,1200679200,9.098,10.73,1200650400,29.35,1200690000,-0.42,1200643200,21.64,1200690000,2008-01-18,1200686400.0,,
1200722400,Clear throughout the day.,clear-day,1200748496,1200782977,0.41,0.0,0.0,0.0,5.43,1200772800,-3.43,1200834000,-8.15,1200776400,-16.39,1200837600,-8.13,0.6,1026.49,7.77,17.1,1200772800,281,0.08,2,1200765600,9.997,-1.19,1200751200,9.82,1200722400,-14.84,1200754800,-2.39,1200722400,2008-01-19,,,
1200808800,Clear throughout the day.,partly-cloudy-day,1200834860,1200869450,0.45,0.0,0.0,0.0,10.86,1200862800,7.3,1200880800,0.11,1200877200,-0.93,1200880800,-8.89,0.56,1033.79,5.88,14.82,1200855600,268,0.15,2,1200852000,9.997,-3.43,1200834000,10.86,1200862800,-16.39,1200837600,2.17,1200891600,2008-01-20,,,
1200895200,Foggy overnight.,cloudy,1200921222,1200955923,0.48,0.0,0.0,0.0,27.58,1200956400,20.26,1201010400,22.2,1200956400,9.96,1201010400,6.85,0.61,1032.5,4.38,15.83,1200949200,174,0.97,2,1200938400,7.397,9.42,1200895200,27.58,1200956400,3.72,1200895200,22.2,1200956400,2008-01-21,,,
1200981600,Mostly cloudy throughout the day.,partly-cloudy-day,1201007582,1201042397,0.52,0.0,0.0,0.0,25.25,1201006800,8.06,1201093200,16.32,1201006800,0.29,1201089600,12.73,0.74,1019.22,7.78,19.31,1201039200,252,0.42,2,1201024800,7.439,12.07,1201046400,29.72,1201003200,0.48,1201046400,22.27,1200999600,2008-01-22,,,
1201068000,Foggy in the afternoon and evening.,partly-cloudy-day,1201093940,1201128872,0.56,0.0,0.0,0.0,16.87,1201118400,-2.09,1201179600,16.66,1201114800,-14.39,1201183200,5.36,0.73,1020.12,4.19,12.1,1201150800,272,0.66,2,1201111200,6.835,8.06,1201093200,16.87,1201118400,-0.49,1201150800,16.66,1201114800,2008-01-23,,,
1201154400,Clear throughout the day.,clear-day,1201180296,1201215347,0.59,0.0,0.0,0.0,13.23,1201204800,-2.3,1201255200,4.24,1201204800,-11.41,1201230000,-7.35,0.58,1028.64,5.76,12.95,1201186800,285,0.04,2,1201197600,9.997,-2.09,1201179600,13.23,1201204800,-14.39,1201183200,4.24,1201204800,2008-01-24,,,
1201240800,Foggy in the evening.,partly-cloudy-day,1201266651,1201301823,0.62,0.0,0.0,0.0,18.14,1201302000,18.07,1201309200,12.44,1201309200,11.07,1201312800,0.1,0.65,1030.82,4.39,11.59,1201287600,196,0.54,2,1201284000,8.863,-2.3,1201255200,20.45,1201323600,-10.86,1201258800,14.25,1201323600,2008-01-25,1201309200.0,,
1201327200,Overcast throughout the day.,partly-cloudy-day,1201353003,1201388299,0.65,0.0,0.0,0.0,32.53,1201381200,12.78,1201438800,25.76,1201381200,12.78,1201438800,18.43,0.75,1017.06,6.31,16.22,1201384800,215,0.8,2,1201370400,8.304,20.97,1201327200,32.53,1201381200,13.6,1201341600,25.76,1201381200,2008-01-26,,,
1201413600,Possible drizzle in the afternoon.,rain,1201439353,1201474775,0.69,0.0007,0.0064,0.54,37.22,1201467600,28.95,1201489200,34.77,1201474800,26.12,1201500000,17.23,0.73,1019.68,2.69,8.57,1201456800,224,0.13,2,1201456800,7.605,12.78,1201438800,37.22,1201467600,12.78,1201438800,34.77,1201474800,2008-01-27,1201467600.0,rain,
1201500000,Drizzle until evening.,rain,1201525701,1201561252,0.72,0.0013,0.0079,0.67,44.98,1201543200,42.0,1201575600,39.0,1201543200,35.1,1201575600,28.27,0.65,1007.35,9.77,27.66,1201557600,181,0.61,2,1201543200,9.591,29.86,1201500000,44.98,1201543200,26.12,1201500000,39.0,1201543200,2008-01-28,1201554000.0,rain,
1201586400,Light rain in the afternoon and evening.,rain,1201612048,1201647729,0.75,0.0026,0.0368,0.75,48.85,1201633200,-0.07,1201698000,46.03,1201640400,-18.09,1201680000,34.19,0.84,992.42,10.36,30.27,1201662000,223,0.79,2,1201629600,5.489,4.94,1201669200,48.85,1201633200,-12.07,1201669200,46.03,1201640400,2008-01-29,1201644000.0,rain,
1201672800,Partly cloudy throughout the day.,partly-cloudy-day,1201698392,1201734207,0.78,0.0,0.0,0.0,13.86,1201730400,11.78,1201748400,5.58,1201741200,5.58,1201741200,-3.48,0.62,1018.24,8.31,27.46,1201676400,265,0.27,2,1201716000,9.232,-0.07,1201698000,13.86,1201730400,-18.09,1201680000,12.34,1201755600,2008-01-30,,,
1201759200,Foggy throughout the day.,cloudy,1201784735,1201820684,0.81,0.0,0.0,0.0,24.74,1201824000,23.88,1201845600,16.5,1201820400,14.84,1201852800,13.87,0.76,1028.16,5.04,15.7,1201842000,78,0.96,2,1201802400,5.323,12.47,1201762800,25.06,1201834800,11.32,1201784400,17.17,1201834800,2008-01-31,,,
1201845600,Foggy in the morning.,cloudy,1201871076,1201907162,0.84,0.0001,0.0013,0.15,30.56,1201892400,25.41,1201953600,29.99,1201914000,18.42,1201953600,24.63,0.87,1014.57,6.22,16.3,1201852800,21,1.0,2,1201888800,5.564,23.88,1201845600,30.56,1201892400,14.84,1201852800,29.99,1201914000,2008-02-01,1201870800.0,snow,0.02
1201932000,Overcast throughout the day.,cloudy,1201957415,1201993640,0.87,0.0,0.0,0.0,30.97,1202000400,26.88,1202043600,30.97,1202000400,23.45,1202022000,24.18,0.85,1019.3,4.46,13.1,1201964400,192,1.0,2,1201975200,7.283,25.41,1201953600,30.97,1202000400,17.57,1201964400,30.97,1202000400,2008-02-02,,,
1202018400,Foggy in the evening and overnight.,cloudy,1202043753,1202080118,0.9,0.0004,0.0037,0.23,31.32,1202086800,30.51,1202094000,29.3,1202065200,24.41,1202097600,25.86,0.87,1021.76,3.58,10.75,1202101200,95,1.0,2,1202061600,3.482,26.88,1202043600,31.32,1202086800,23.45,1202022000,29.3,1202065200,2008-02-03,1202094000.0,snow,0.1
1202104800,Light rain in the afternoon and evening.,rain,1202130089,1202166596,0.93,0.0091,0.0376,0.7,43.54,1202173200,33.92,1202216400,43.54,1202173200,29.03,1202220000,35.16,0.94,1010.76,3.59,9.81,1202140800,97,1.0,2,1202148000,0.921,31.51,1202104800,44.06,1202176800,25.71,1202104800,44.06,1202176800,2008-02-04,1202155200.0,rain,
1202191200,Light rain throughout the day.,sleet,1202216423,1202253073,0.97,0.0068,0.0466,1.0,34.88,1202230800,32.72,1202306400,29.86,1202230800,23.94,1202306400,33.56,0.92,1011.45,6.52,21.43,1202270400,20,1.0,2,1202234400,5.92,33.91,1202252400,41.98,1202194800,26.1,1202259600,41.98,1202194800,2008-02-05,1202259600.0,sleet,
1202277600,Light snow until evening.,snow,1202302756,1202339551,1.0,0.0083,0.0257,1.0,32.9,1202331600,25.92,1202385600,26.85,1202328000,20.04,1202378400,30.48,0.93,1001.84,9.25,23.13,1202292000,32,1.0,2,1202320800,3.014,28.56,1202360400,34.65,1202277600,21.76,1202360400,27.74,1202277600,2008-02-06,1202292000.0,snow,0.87
1202364000,Overcast throughout the day.,cloudy,1202389087,1202426029,0.03,0.0,0.0,0.0,28.64,1202410800,26.73,1202432400,27.47,1202400000,26.73,1202432400,23.03,0.84,1013.92,3.07,9.29,1202374800,268,1.0,2,1202407200,7.765,25.92,1202385600,28.64,1202410800,20.04,1202378400,27.47,1202400000,2008-02-07,,,
1202450400,Light rain starting in the afternoon.,rain,1202475417,1202512507,0.07,0.0073,0.0439,1.0,37.52,1202508000,28.77,1202562000,33.79,1202515200,19.73,1202562000,28.8,0.85,1010.59,3.97,14.19,1202526000,187,0.94,2,1202493600,6.076,27.25,1202457600,37.52,1202508000,26.86,1202479200,33.79,1202515200,2008-02-08,1202529600.0,rain,
1202536800,Overcast throughout the day.,rain,1202561745,1202598984,0.1,0.0008,0.0133,0.78,33.18,1202590800,-1.98,1202652000,27.36,1202590800,-19.94,1202652000,25.31,0.79,1009.21,8.58,22.16,1202605200,256,0.89,2,1202580000,6.396,21.38,1202619600,36.09,1202540400,10.81,1202619600,31.46,1202544000,2008-02-09,1202536800.0,rain,
1202623200,Partly cloudy throughout the day.,partly-cloudy-day,1202648072,1202685462,0.14,0.0,0.0,0.0,2.85,1202677200,-1.86,1202720400,-12.17,1202680800,-14.84,1202691600,-10.09,0.54,1027.21,10.36,24.81,1202652000,283,0.37,3,1202666400,9.997,-1.98,1202652000,17.89,1202623200,-19.94,1202652000,5.99,1202623200,2008-02-10,,,
1202709600,Foggy in the evening.,cloudy,1202734397,1202771939,0.18,0.0,0.0,0.0,12.13,1202778000,12.13,1202778000,10.93,1202763600,5.21,1202778000,-4.75,0.61,1030.82,3.08,10.74,1202709600,6,0.88,2,1202752800,8.254,-1.86,1202720400,14.38,1202792400,-14.19,1202709600,12.49,1202781600,2008-02-11,,,
1202796000,Foggy in the afternoon and evening.,cloudy,1202820721,1202858416,0.21,0.0,0.0011,0.06,21.64,1202857200,9.68,1202907600,21.64,1202857200,4.72,1202904000,13.35,0.81,1017.49,5.12,13.09,1202828400,49,0.98,2,1202839200,5.396,14.77,1202796000,21.64,1202857200,6.93,1202814000,21.64,1202857200,2008-02-12,1202857200.0,,
1202882400,Possible flurries in the afternoon.,snow,1202907043,1202944893,0.25,0.0003,0.0028,0.35,23.76,1202936400,15.07,1202965200,17.07,1202950800,9.86,1202965200,8.28,0.7,1016.36,3.9,11.3,1202932800,273,0.12,3,1202925600,9.997,9.68,1202907600,23.76,1202936400,4.72,1202904000,17.07,1202950800,2008-02-13,1202932800.0,snow,0.11
1202968800,Mostly cloudy throughout the day.,partly-cloudy-day,1202993364,1203031370,0.29,0.0001,0.0008,0.23,35.55,1203030000,15.89,1203080400,35.47,1203037200,7.56,1203080400,21.12,0.76,1015.32,6.38,16.39,1203001200,201,0.84,3,1203012000,9.309,15.86,1202968800,35.55,1203030000,10.23,1202968800,35.47,1203037200,2008-02-14,1203026400.0,rain,
1203055200,Partly cloudy throughout the day.,partly-cloudy-day,1203079684,1203117846,0.32,0.0,0.0,0.0,23.77,1203105600,11.0,1203166800,20.01,1203120000,11.0,1203166800,7.73,0.59,1027.35,4.83,12.1,1203062400,309,0.26,3,1203098400,9.805,14.19,1203138000,29.11,1203055200,7.56,1203080400,22.81,1203055200,2008-02-15,,,
1203141600,Light rain in the morning and overnight.,partly-cloudy-day,1203166002,1203204322,0.36,0.0,0.0,0.0,33.66,1203199200,30.63,1203210000,31.88,1203206400,28.39,1203213600,10.82,0.58,1022.62,3.05,10.91,1203195600,171,0.3,3,1203184800,9.875,11.0,1203166800,35.02,1203224400,11.0,1203166800,31.88,1203206400,2008-02-16,1203202800.0,,
1203228000,Rain in the morning and afternoon.,rain,1203252320,1203290798,0.39,0.0293,0.1485,1.0,50.45,1203274800,24.8,1203343200,50.45,1203274800,14.28,1203343200,36.09,0.86,994.82,8.35,23.03,1203289200,204,0.99,3,1203271200,6.02,31.72,1203303600,50.45,1203274800,23.54,1203300000,50.45,1203274800,2008-02-17,1203253200.0,rain,
1203314400,Mostly cloudy throughout the day.,partly-cloudy-day,1203338636,1203377273,0.43,0.0,0.0,0.0,28.31,1203339600,4.92,1203426000,19.79,1203339600,-8.83,1203422400,12.14,0.7,1006.71,10.07,24.79,1203364800,262,0.86,3,1203357600,8.61,7.84,1203397200,32.97,1203314400,-5.16,1203390000,26.77,1203325200,2008-02-18,,,
1203400800,Mostly cloudy throughout the day.,partly-cloudy-day,1203424951,1203463749,0.47,0.0,0.0,0.0,15.83,1203454800,7.23,1203512400,5.5,1203469200,-2.91,1203512400,1.01,0.65,1017.52,7.35,18.86,1203404400,262,0.58,3,1203444000,9.821,4.92,1203426000,15.83,1203454800,-8.83,1203422400,8.32,1203483600,2008-02-19,,,
1203487200,Partly cloudy throughout the day.,partly-cloudy-day,1203511265,1203550224,0.5,0.0,0.0,0.0,20.25,1203541200,10.54,1203584400,12.49,1203541200,7.81,1203562800,1.67,0.59,1025.61,5.38,15.47,1203526800,334,0.39,4,1203530400,8.662,7.23,1203512400,20.25,1203541200,-2.91,1203512400,13.83,1203487200,2008-02-20,,,
1203573600,Foggy in the afternoon.,partly-cloudy-day,1203597577,1203636698,0.53,0.0,0.0,0.0,22.82,1203620400,20.61,1203642000,15.77,1203638400,15.2,1203645600,7.32,0.64,1025.9,3.26,10.79,1203616800,121,0.76,3,1203613200,9.121,10.54,1203584400,22.82,1203620400,10.54,1203584400,21.43,1203656400,2008-02-21,,,
1203660000,Overcast throughout the day.,cloudy,1203683889,1203723172,0.57,0.0,0.0,0.0,28.59,1203714000,22.17,1203771600,23.8,1203728400,22.17,1203771600,17.78,0.73,1016.4,3.32,11.12,1203703200,23,0.96,3,1203703200,9.675,21.5,1203667200,28.59,1203714000,16.41,1203685200,26.69,1203735600,2008-02-22,,,
1203746400,Partly cloudy throughout the day.,partly-cloudy-day,1203770200,1203809646,0.6,0.0,0.0,0.0,34.12,1203800400,19.14,1203858000,34.12,1203800400,19.14,1203858000,16.96,0.65,1020.86,1.79,7.5,1203807600,275,0.38,4,1203789600,9.839,22.17,1203771600,34.12,1203800400,22.17,1203771600,34.12,1203800400,2008-02-23,,,
1203832800,Partly cloudy throughout the day.,partly-cloudy-day,1203856509,1203896120,0.63,0.0,0.0,0.0,37.79,1203886800,30.8,1203915600,33.91,1203886800,24.55,1203915600,21.21,0.74,1020.18,3.44,11.2,1203915600,218,0.3,4,1203876000,7.323,19.14,1203858000,37.79,1203886800,19.14,1203858000,33.91,1203886800,2008-02-24,,,
1203919200,Light snow starting in the afternoon.,sleet,1203942818,1203982593,0.66,0.0036,0.0252,1.0,34.07,1203969600,28.92,1204034400,34.07,1203969600,22.07,1204034400,30.17,0.89,1012.35,3.82,13.42,1203919200,209,1.0,3,1203962400,3.423,31.55,1203919200,34.07,1203969600,24.78,1203919200,34.07,1203969600,2008-02-25,1203976800.0,sleet,
1204005600,Foggy in the morning.,snow,1204029126,1204069065,0.69,0.0009,0.0048,0.45,30.59,1204030800,17.75,1204113600,24.34,1204030800,11.04,1204113600,21.06,0.77,1011.69,6.61,20.28,1204052400,343,0.93,3,1204048800,6.036,22.53,1204088400,32.63,1204023600,14.57,1204088400,32.39,1204005600,2008-02-26,1204056000.0,snow,0.22
1204092000,Mostly cloudy throughout the day.,partly-cloudy-day,1204115433,1204155538,0.72,0.0002,0.0017,0.18,25.81,1204146000,10.53,1204203600,19.19,1204146000,10.53,1204203600,9.53,0.6,1018.32,4.77,12.01,1204095600,306,0.64,3,1204135200,9.997,17.75,1204113600,25.81,1204146000,11.04,1204113600,19.58,1204171200,2008-02-27,1204146000.0,snow,0.05
1204178400,Possible flurries in the afternoon.,snow,1204201739,1204242010,0.75,0.0003,0.0028,0.33,27.52,1204228800,23.26,1204264800,25.9,1204218000,15.44,1204264800,9.26,0.62,1022.91,3.26,11.82,1204261200,188,0.52,4,1204225200,9.582,10.53,1204203600,27.52,1204228800,10.53,1204203600,25.9,1204218000,2008-02-28,1204221600.0,snow,0.1
1204264800,Light rain in the morning and afternoon.,rain,1204288044,1204328482,0.78,0.0024,0.0225,0.69,38.47,1204318800,23.2,1204376400,32.89,1204308000,18.36,1204376400,26.67,0.78,1015.67,8.04,22.28,1204329600,246,0.78,3,1204308000,6.372,23.26,1204264800,38.47,1204318800,15.44,1204264800,32.89,1204308000,2008-02-29,1204308000.0,rain,
1204351200,Mostly cloudy throughout the day.,partly-cloudy-day,1204374348,1204414953,0.81,0.0,0.0,0.0,32.99,1204401600,30.54,1204423200,32.99,1204401600,26.93,1204423200,17.71,0.61,1022.32,3.52,14.86,1204351200,278,0.54,3,1204390800,9.997,23.2,1204376400,32.99,1204401600,18.36,1204376400,32.99,1204401600,2008-03-01,,,
1204437600,Light rain in the morning and afternoon.,rain,1204460652,1204501424,0.84,0.0001,0.0026,0.32,54.35,1204495200,37.28,1204552800,54.35,1204495200,33.19,1204552800,38.0,0.72,1011.57,7.4,21.33,1204520400,168,0.71,3,1204484400,9.742,33.62,1204437600,57.43,1204520400,29.41,1204437600,57.43,1204520400,2008-03-02,1204491600.0,rain,
1204524000,Light rain in the morning and afternoon.,rain,1204546955,1204587895,0.88,0.0126,0.0767,1.0,40.57,1204549200,25.61,1204617600,36.92,1204549200,17.47,1204621200,31.53,0.76,1010.67,6.51,20.28,1204524000,299,0.89,3,1204567200,8.115,26.51,1204606800,56.88,1204524000,19.99,1204606800,56.88,1204524000,2008-03-03,1204552800.0,rain,
1204610400,Mostly cloudy throughout the day.,partly-cloudy-day,1204633257,1204674365,0.91,0.0,0.0,0.0,30.76,1204668000,23.57,1204722000,21.69,1204657200,20.39,1204678800,18.69,0.66,1014.2,8.79,23.18,1204664400,28,0.61,4,1204653600,9.997,25.61,1204617600,30.76,1204668000,17.47,1204621200,22.92,1204689600,2008-03-04,,,
1204696800,Mostly cloudy throughout the day.,partly-cloudy-day,1204719559,1204760835,0.94,0.0,0.0,0.0,36.66,1204743600,25.41,1204812000,34.17,1204765200,17.24,1204812000,21.22,0.68,1014.55,3.54,10.17,1204743600,257,0.63,4,1204740000,9.987,23.57,1204722000,36.66,1204743600,20.42,1204714800,34.17,1204765200,2008-03-05,,,
1204783200,Mostly cloudy throughout the day.,partly-cloudy-day,1204805860,1204847305,0.98,0.0,0.0,0.0,35.01,1204837200,23.28,1204880400,30.78,1204833600,14.13,1204894800,18.89,0.65,1021.39,4.6,12.98,1204812000,284,0.68,4,1204826400,8.08,25.07,1204815600,35.01,1204837200,17.24,1204812000,32.75,1204783200,2008-03-06,,,
1204869600,Mostly cloudy throughout the day.,partly-cloudy-day,1204892160,1204933774,0.02,0.0,0.0,0.0,26.68,1204916400,16.5,1204956000,17.25,1204916400,7.47,1204959600,11.92,0.61,1024.65,8.07,21.06,1204927200,10,0.69,4,1204912800,9.837,18.0,1204952400,26.68,1204916400,8.94,1204952400,23.71,1204876800,2008-03-07,,,
1204956000,Overcast throughout the day.,cloudy,1204978460,1205020243,0.05,0.0,0.0,0.0,25.08,1205013600,21.46,1205031600,20.05,1205020800,17.46,1205028000,10.85,0.64,1018.21,5.67,15.7,1204995600,345,0.91,3,1204999200,8.237,16.5,1204956000,25.08,1205013600,7.47,1204959600,21.76,1205038800,2008-03-08,,,
1205042400,Mostly cloudy throughout the day.,partly-cloudy-day,1205064760,1205106712,0.09,0.0,0.0,0.0,36.43,1205100000,29.16,1205132400,36.43,1205100000,26.4,1205110800,18.66,0.67,1024.44,2.78,6.78,1205103600,144,0.87,3,1205085600,9.414,21.96,1205042400,36.43,1205100000,19.96,1205064000,36.43,1205100000,2008-03-09,,,
1205125200,Mostly cloudy throughout the day.,partly-cloudy-day,1205151062,1205193177,0.13,0.0,0.0,0.0,33.92,1205182800,23.79,1205236800,33.92,1205182800,17.82,1205240400,23.73,0.75,1028.23,2.98,10.63,1205164800,27,0.8,3,1205172000,8.306,27.86,1205208000,33.92,1205182800,24.79,1205164800,33.92,1205182800,2008-03-10,,,
1205211600,Partly cloudy throughout the day.,partly-cloudy-day,1205237361,1205279645,0.16,0.0,0.0,0.0,47.84,1205272800,29.74,1205323200,43.06,1205272800,29.74,1205323200,23.85,0.66,1018.27,6.31,19.14,1205276400,233,0.26,4,1205258400,7.466,23.79,1205236800,47.84,1205272800,17.82,1205240400,43.06,1205272800,2008-03-11,,,
1205298000,Partly cloudy throughout the day.,partly-cloudy-day,1205323659,1205366113,0.2,0.0,0.0,0.0,44.16,1205352000,36.38,1205370000,41.53,1205352000,32.95,1205406000,28.56,0.72,1012.57,3.23,11.09,1205380800,89,0.34,4,1205348400,8.165,29.74,1205323200,44.16,1205352000,29.74,1205323200,41.53,1205352000,2008-03-12,,,
1205384400,Mostly cloudy throughout the day.,partly-cloudy-day,1205409957,1205452581,0.24,0.0,0.0,0.0,58.6,1205442000,34.14,1205496000,58.6,1205442000,34.14,1205496000,34.41,0.63,1006.21,6.11,16.94,1205402400,252,0.52,4,1205431200,9.307,38.29,1205409600,58.6,1205442000,32.95,1205406000,58.6,1205442000,2008-03-13,,,
