time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,date,precipIntensityMaxTime,precipType,precipAccumulation
1263189600,Overcast throughout the day.,cloudy,1263215896,1263249660,0.9,0.0,0.0,0.0,26.89,1263258000,25.37,1263283200,18.85,1263250800,17.55,1263261600,14.75,0.72,1022.6,6.64,17.79,1263261600,309,0.94,2,1263232800,9.435,18.12,1263218400,27.15,1263265200,9.44,1263189600,19.8,1263268800,2010-01-11,,,
1263276000,Overcast throughout the day.,partly-cloudy-day,1263302276,1263336126,0.93,0.0,0.0,0.0,31.78,1263326400,19.23,1263384000,30.91,1263322800,9.13,1263384000,19.94,0.76,1030.15,4.18,11.95,1263276000,269,0.74,1,1263319200,9.359,21.06,1263358800,31.78,1263326400,12.98,1263358800,30.91,1263322800,2010-01-12,,,
1263362400,Clear throughout the day.,clear-day,1263388654,1263422593,0.96,0.0001,0.0019,0.09,35.56,1263416400,31.2,1263463200,29.08,1263412800,24.06,1263448800,20.14,0.74,1021.5,7.77,15.61,1263405600,208,0.01,2,1263405600,9.484,19.23,1263384000,35.56,1263416400,9.13,1263384000,29.08,1263412800,2010-01-13,1263416400.0,rain,
1263448800,Mostly cloudy throughout the day.,rain,1263475030,1263509061,0.99,0.0015,0.0104,0.3,40.48,1263495600,28.85,1263564000,35.81,1263499200,23.63,1263556800,29.41,0.77,1017.93,6.47,13.77,1263448800,216,0.75,2,1263492000,9.094,31.2,1263463200,40.48,1263495600,24.06,1263448800,35.81,1263499200,2010-01-14,1263499200.0,rain,
1263535200,Foggy in the morning.,cloudy,1263561404,1263595530,0.02,0.0,0.0,0.0,33.25,1263585600,25.23,1263650400,33.25,1263585600,18.92,1263643200,27.72,0.87,1024.93,2.93,9.1,1263618000,284,1.0,2,1263578400,4.11,27.34,1263618000,34.27,1263535200,21.27,1263618000,34.27,1263535200,2010-01-15,,,
1263621600,Foggy in the morning and overnight.,cloudy,1263647776,1263681999,0.06,0.0,0.0,0.0,28.44,1263675600,24.06,1263736800,27.79,1263682800,22.0,1263697200,23.54,0.87,1022.62,4.27,8.9,1263657600,226,1.0,2,1263664800,3.757,25.23,1263650400,28.44,1263675600,18.48,1263654000,27.79,1263682800,2010-01-16,,,
1263708000,"Foggy until morning, starting again in the evening.",cloudy,1263734145,1263768470,0.09,0.0,0.0,0.0,33.57,1263762000,28.36,1263776400,33.57,1263762000,21.92,1263776400,24.25,0.88,1012.9,2.41,9.15,1263776400,265,0.92,2,1263751200,3.01,23.38,1263740400,33.57,1263762000,21.92,1263776400,33.57,1263762000,2010-01-17,,,
1263794400,Foggy overnight.,cloudy,1263820512,1263854942,0.12,0.0,0.0,0.0,31.71,1263848400,27.44,1263906000,28.96,1263826800,25.59,1263870000,27.65,0.92,1015.16,3.56,7.29,1263794400,264,1.0,2,1263837600,2.979,28.59,1263877200,31.71,1263848400,23.84,1263794400,29.55,1263866400,2010-01-18,,,
1263880800,Mostly cloudy throughout the day.,partly-cloudy-day,1263906878,1263941414,0.15,0.0,0.0,0.0,36.91,1263934800,28.76,1263952800,36.91,1263934800,23.33,1263988800,24.25,0.77,1016.59,1.36,4.55,1263895200,302,0.65,2,1263924000,8.751,27.44,1263906000,36.91,1263934800,27.44,1263906000,36.91,1263934800,2010-01-19,,,
1263967200,Overcast throughout the day.,cloudy,1263993241,1264027887,0.18,0.0,0.0005,0.13,32.69,1264032000,30.63,1264071600,25.82,1264010400,23.57,1264057200,25.3,0.78,1015.84,6.48,14.95,1264028400,84,0.92,2,1264010400,9.578,28.77,1263970800,32.69,1264032000,23.33,1263988800,30.12,1263978000,2010-01-20,1264042800.0,,
1264053600,Possible drizzle in the afternoon and evening.,rain,1264079602,1264114361,0.21,0.0009,0.0109,0.45,34.85,1264118400,33.62,1264165200,29.52,1264114800,27.86,1264150800,26.64,0.78,1011.51,7.28,14.44,1264053600,68,1.0,2,1264096800,9.618,30.63,1264071600,34.85,1264118400,23.57,1264057200,29.67,1264136400,2010-01-21,1264107600.0,rain,
1264140000,Overcast throughout the day.,cloudy,1264165961,1264200836,0.24,0.0,0.0,0.0,34.85,1264208400,34.49,1264244400,31.38,1264190400,29.55,1264255200,30.58,0.86,1014.58,5.28,9.78,1264147200,52,1.0,2,1264183200,6.643,33.62,1264165200,34.96,1264212000,27.86,1264150800,31.38,1264190400,2010-01-22,,,
1264226400,Light rain in the morning and overnight.,cloudy,1264252318,1264287310,0.27,0.0,0.0,0.0,42.86,1264294800,42.86,1264294800,38.03,1264294800,38.03,1264294800,36.4,0.92,1010.21,6.51,14.44,1264284000,130,1.0,2,1264269600,3.266,34.49,1264244400,44.02,1264302000,29.55,1264255200,40.16,1264302000,2010-01-23,,,
1264312800,Light rain in the morning.,rain,1264338673,1264373786,0.31,0.0118,0.0612,0.96,46.69,1264345200,31.29,1264402800,40.97,1264341600,24.37,1264399200,39.05,0.91,993.18,8.95,22.19,1264345200,200,1.0,2,1264356000,6.712,31.74,1264395600,46.69,1264345200,24.43,1264395600,40.97,1264341600,2010-01-24,1264323600.0,rain,
1264399200,Overcast throughout the day.,cloudy,1264425026,1264460262,0.34,0.0,0.0,0.0,32.41,1264442400,18.73,1264489200,26.46,1264435200,8.0,1264489200,23.65,0.78,994.58,8.12,22.5,1264471200,244,1.0,2,1264442400,8.229,20.93,1264482000,32.41,1264442400,10.64,1264482000,26.46,1264435200,2010-01-25,,,
1264485600,Overcast throughout the day.,cloudy,1264511377,1264546738,0.38,0.0,0.0,0.0,23.78,1264536000,10.51,1264597200,14.54,1264536000,-1.13,1264593600,12.91,0.74,1011.0,8.6,17.94,1264557600,258,0.94,2,1264528800,9.278,13.46,1264568400,23.78,1264536000,1.67,1264564800,14.54,1264536000,2010-01-26,,,
1264572000,Foggy in the evening.,partly-cloudy-day,1264597726,1264633215,0.42,0.0,0.0,0.0,23.61,1264640400,8.76,1264687200,15.38,1264640400,-2.91,1264687200,10.32,0.74,1020.88,7.86,20.25,1264654800,246,0.62,2,1264615200,7.604,10.51,1264597200,24.02,1264644000,-1.13,1264593600,15.38,1264640400,2010-01-27,,,
1264658400,Partly cloudy throughout the day.,partly-cloudy-day,1264684074,1264719692,0.46,0.0,0.0,0.0,14.46,1264708800,6.67,1264770000,5.13,1264716000,1.3,1264755600,0.17,0.59,1029.6,6.66,18.59,1264662000,298,0.28,2,1264701600,9.997,8.63,1264741200,18.91,1264658400,-2.91,1264687200,8.63,1264741200,2010-01-28,,,
1264744800,Mostly cloudy throughout the day.,partly-cloudy-day,1264770419,1264806169,0.5,0.0,0.0,0.0,20.12,1264795200,17.82,1264856400,19.19,1264791600,11.81,1264856400,3.02,0.61,1032.39,2.94,8.71,1264798800,11,0.58,2,1264788000,9.674,6.67,1264770000,20.12,1264795200,1.3,1264755600,19.19,1264791600,2010-01-29,,,
1264831200,Mostly cloudy throughout the day.,partly-cloudy-day,1264856763,1264892646,0.53,0.0,0.0,0.0,23.82,1264878000,16.24,1264942800,23.57,1264888800,10.11,1264946400,12.02,0.69,1025.04,3.26,9.89,1264867200,80,0.67,2,1264874400,9.782,17.82,1264856400,23.82,1264878000,11.81,1264856400,23.57,1264888800,2010-01-30,,,
1264917600,Partly cloudy throughout the day.,partly-cloudy-day,1264943105,1264979124,0.57,0.0,0.0,0.0,29.77,1264971600,18.14,1265011200,22.64,1264968000,18.14,1265011200,11.92,0.65,1024.12,4.24,13.69,1264971600,261,0.3,2,1264960800,9.649,16.24,1264942800,29.77,1264971600,10.11,1264946400,23.22,1264989600,2010-01-31,,,
1265004000,Foggy in the morning and overnight.,partly-cloudy-day,1265029445,1265065602,0.61,0.0,0.0,0.0,30.8,1265061600,28.19,1265104800,30.8,1265061600,25.15,1265119200,15.87,0.66,1025.53,1.42,5.85,1265086800,126,0.79,2,1265047200,8.398,18.14,1265011200,30.8,1265061600,18.14,1265011200,30.8,1265061600,2010-02-01,,,
1265090400,Foggy in the morning.,cloudy,1265115783,1265152080,0.65,0.0005,0.0043,0.28,33.06,1265140800,24.64,1265202000,32.25,1265133600,18.29,1265176800,26.09,0.85,1018.19,3.32,11.98,1265166000,218,1.0,2,1265133600,3.732,26.26,1265173200,33.06,1265140800,20.07,1265173200,32.25,1265133600,2010-02-02,1265144400.0,snow,0.09
1265176800,Overcast throughout the day.,cloudy,1265202120,1265238558,0.69,0.0,0.0003,0.07,31.26,1265227200,24.85,1265281200,31.26,1265227200,22.05,1265274000,21.79,0.78,1025.72,3.29,10.72,1265176800,276,0.94,2,1265220000,5.783,24.64,1265202000,31.26,1265227200,18.29,1265176800,31.26,1265227200,2010-02-03,1265223600.0,,
1265263200,Mostly cloudy throughout the day.,partly-cloudy-day,1265288455,1265325035,0.72,0.0,0.0,0.0,33.82,1265317200,32.28,1265356800,33.82,1265317200,26.37,1265374800,23.87,0.78,1027.88,3.25,9.49,1265338800,113,0.76,2,1265306400,5.15,24.85,1265281200,33.82,1265317200,22.05,1265274000,33.82,1265317200,2010-02-04,,,
1265349600,Foggy in the afternoon and evening.,cloudy,1265374789,1265411513,0.75,0.0,0.0,0.0,35.1,1265400000,26.35,1265464800,28.52,1265396400,15.79,1265457600,28.26,0.83,1017.58,8.07,23.22,1265428800,49,0.9,2,1265392800,4.862,31.65,1265432400,35.1,1265400000,22.49,1265432400,28.57,1265356800,2010-02-05,1265407200.0,,
1265436000,Overcast throughout the day.,cloudy,1265461121,1265497991,0.79,0.0,0.0,0.0,27.42,1265486400,22.91,1265547600,18.82,1265504400,18.82,1265504400,19.35,0.72,1019.52,9.99,24.2,1265446800,28,0.9,2,1265479200,9.862,26.35,1265464800,30.56,1265436000,15.79,1265457600,22.86,1265515200,2010-02-06,,,
1265522400,Mostly cloudy throughout the day.,partly-cloudy-day,1265547451,1265584469,0.82,0.0,0.0,0.0,29.58,1265576400,22.02,1265630400,28.04,1265562000,17.46,1265637600,17.09,0.68,1022.84,2.79,8.41,1265569200,88,0.77,2,1265565600,9.581,22.91,1265547600,29.58,1265576400,21.61,1265526000,28.04,1265562000,2010-02-07,,,
1265608800,Foggy in the morning and overnight.,cloudy,1265633780,1265670947,0.85,0.0,0.0,0.0,28.85,1265677200,23.5,1265709600,24.7,1265673600,16.98,1265709600,16.96,0.69,1022.18,3.98,11.21,1265684400,120,0.91,2,1265652000,9.997,22.02,1265630400,28.85,1265677200,17.46,1265637600,24.96,1265608800,2010-02-08,,,
1265695200,Foggy throughout the day.,fog,1265720107,1265757424,0.88,0.0002,0.0009,0.14,27.81,1265763600,23.16,1265806800,27.78,1265752800,12.62,1265806800,23.16,0.88,1011.94,5.1,15.04,1265778000,66,1.0,2,1265738400,1.656,23.5,1265709600,28.12,1265770800,16.98,1265709600,27.78,1265752800,2010-02-09,1265752800.0,snow,0.04
1265781600,Mostly cloudy throughout the day.,partly-cloudy-day,1265806433,1265843902,0.91,0.0,0.0002,0.07,27.13,1265839200,11.01,1265893200,19.75,1265850000,11.01,1265893200,18.43,0.76,1015.91,8.36,19.62,1265817600,321,0.81,2,1265824800,8.384,19.33,1265864400,27.13,1265839200,12.62,1265806800,20.18,1265853600,2010-02-10,1265781600.0,,
1265868000,Partly cloudy throughout the day.,partly-cloudy-day,1265892758,1265930379,0.94,0.0004,0.0036,0.18,29.73,1265918400,14.27,1265979600,25.55,1265925600,14.27,1265979600,12.37,0.71,1020.1,2.7,8.0,1265911200,291,0.16,3,1265911200,9.844,11.01,1265893200,29.73,1265918400,11.01,1265893200,25.55,1265925600,2010-02-11,1265918400.0,snow,0.11
1265954400,Mostly cloudy throughout the day.,partly-cloudy-day,1265979081,1266016856,0.97,0.0003,0.0034,0.25,31.73,1266004800,14.3,1266066000,28.88,1266015600,10.35,1266069600,13.04,0.68,1017.49,1.87,7.91,1266001200,305,0.49,3,1265997600,9.413,14.27,1265979600,31.73,1266004800,14.27,1265979600,28.88,1266015600,2010-02-12,1266004800.0,snow,0.05
1266040800,Partly cloudy throughout the day.,partly-cloudy-day,1266065402,1266103332,0.0,0.0,0.0,0.0,31.18,1266094800,11.61,1266152400,26.6,1266105600,11.61,1266152400,11.79,0.64,1014.48,3.54,11.98,1266091200,291,0.18,3,1266084000,9.869,14.3,1266066000,31.18,1266094800,10.35,1266069600,26.6,1266105600,2010-02-13,,,
1266127200,Partly cloudy throughout the day.,partly-cloudy-day,1266151723,1266189809,0.03,0.0,0.0,0.0,31.7,1266181200,16.56,1266220800,26.74,1266181200,16.56,1266220800,11.43,0.66,1012.15,3.22,10.72,1266177600,258,0.15,3,1266170400,9.028,11.61,1266152400,31.7,1266181200,11.61,1266152400,26.74,1266181200,2010-02-14,,,
1266213600,Overcast throughout the day.,partly-cloudy-day,1266238042,1266276285,0.06,0.0,0.0,0.0,29.04,1266256800,26.04,1266285600,22.02,1266256800,19.2,1266314400,16.81,0.74,1009.83,4.26,11.55,1266267600,304,0.79,2,1266256800,7.751,16.56,1266220800,29.04,1266256800,16.56,1266220800,22.02,1266256800,2010-02-15,,,
1266300000,Overcast throughout the day.,cloudy,1266324360,1266362761,0.09,0.0,0.0,0.0,32.35,1266343200,28.47,1266408000,25.49,1266354000,23.26,1266404400,19.99,0.68,1011.33,6.54,15.33,1266336000,313,0.91,3,1266339600,9.628,26.22,1266310800,32.35,1266343200,19.2,1266314400,27.27,1266382800,2010-02-16,,,
1266386400,Overcast throughout the day.,cloudy,1266410677,1266449237,0.12,0.0,0.0,0.0,33.4,1266436800,30.45,1266494400,28.07,1266433200,26.4,1266494400,21.71,0.67,1014.48,5.22,11.3,1266440400,300,1.0,3,1266429600,9.997,28.47,1266408000,33.4,1266436800,23.26,1266404400,28.18,1266458400,2010-02-17,,,
1266472800,Mostly cloudy throughout the day.,partly-cloudy-day,1266496992,1266535712,0.15,0.0,0.0,0.0,41.15,1266526800,21.78,1266580800,36.8,1266526800,20.63,1266588000,22.55,0.63,1017.82,4.34,11.07,1266526800,282,0.51,3,1266516000,9.997,28.21,1266555600,41.15,1266526800,26.06,1266552000,36.8,1266526800,2010-02-18,1266523200.0,,
1266559200,Partly cloudy throughout the day.,partly-cloudy-day,1266583306,1266622187,0.19,0.0,0.0,0.0,40.47,1266609600,30.63,1266670800,40.47,1266609600,26.85,1266674400,16.73,0.57,1021.76,2.05,6.16,1266613200,299,0.31,4,1266602400,9.933,21.78,1266580800,40.47,1266609600,20.63,1266588000,40.47,1266609600,2010-02-19,,,
1266645600,Overcast throughout the day.,cloudy,1266669620,1266708662,0.22,0.0,0.0004,0.1,39.66,1266699600,33.51,1266753600,39.66,1266699600,29.17,1266753600,29.42,0.81,1021.48,2.3,7.03,1266678000,138,0.98,3,1266692400,6.732,30.63,1266670800,39.66,1266699600,26.85,1266674400,39.66,1266699600,2010-02-20,1266692400.0,,
1266732000,Possible flurries in the evening.,snow,1266755932,1266795136,0.25,0.0009,0.0078,0.55,36.49,1266775200,32.46,1266847200,32.5,1266771600,27.29,1266847200,31.74,0.9,1017.24,3.96,8.89,1266789600,25,0.99,3,1266775200,2.899,32.77,1266814800,36.49,1266775200,28.08,1266804000,34.52,1266732000,2010-02-21,1266800400.0,snow,0.19
1266818400,Possible flurries in the afternoon.,snow,1266842243,1266881610,0.29,0.0022,0.006,0.36,33.19,1266876000,29.92,1266930000,28.06,1266843600,26.78,1266901200,30.72,0.93,1009.23,5.26,12.17,1266868800,7,1.0,3,1266861600,6.216,31.55,1266901200,33.19,1266876000,26.04,1266868800,29.48,1266832800,2010-02-22,1266865200.0,snow,0.48
1266904800,Possible flurries in the afternoon and evening.,snow,1266928553,1266968084,0.32,0.0014,0.0063,0.33,33.85,1266955200,21.61,1267016400,33.23,1266940800,13.41,1267020000,25.15,0.8,1012.31,3.95,10.11,1266987600,259,0.93,3,1266948000,7.813,24.81,1266987600,33.85,1266955200,17.6,1266987600,33.23,1266940800,2010-02-23,1266948000.0,snow,0.19
1266991200,Flurries in the morning.,cloudy,1267014862,1267054557,0.36,0.0,0.0004,1.0,28.3,1267034400,23.43,1267106400,20.91,1267034400,15.09,1267106400,19.46,0.79,1014.56,7.44,21.13,1267045200,308,0.99,3,1267034400,5.664,21.61,1267016400,28.3,1267034400,13.41,1267020000,22.19,1267012800,2010-02-24,1267016400.0,,
1267077600,Partly cloudy throughout the day.,partly-cloudy-day,1267101170,1267141030,0.4,0.0004,0.003,0.23,30.36,1267131600,18.6,1267189200,22.82,1267131600,9.42,1267189200,17.56,0.7,1019.8,7.22,14.34,1267077600,331,0.34,4,1267120800,9.978,22.19,1267160400,30.36,1267131600,15.09,1267106400,22.82,1267131600,2010-02-25,1267128000.0,snow,0.1
1267164000,Partly cloudy throughout the day.,partly-cloudy-day,1267187478,1267227503,0.44,0.0,0.0006,0.13,32.97,1267221600,29.04,1267254000,24.92,1267218000,22.08,1267264800,14.75,0.62,1016.22,7.42,16.76,1267225200,309,0.41,4,1267207200,9.938,18.6,1267189200,32.97,1267221600,9.42,1267189200,24.92,1267218000,2010-02-26,1267221600.0,,
1267250400,Overcast throughout the day.,cloudy,1267273784,1267313975,0.48,0.0002,0.0024,0.23,34.16,1267300800,33.6,1267362000,28.27,1267318800,27.85,1267347600,25.99,0.78,1012.54,7.12,14.2,1267282800,327,1.0,3,1267293600,9.288,29.04,1267254000,34.91,1267333200,22.08,1267264800,30.49,1267333200,2010-02-27,1267304400.0,snow,0.02
1267336800,Overcast throughout the day.,cloudy,1267360090,1267400447,0.52,0.0008,0.0052,0.22,37.75,1267380000,31.86,1267448400,34.2,1267380000,25.89,1267441200,29.63,0.81,1016.79,5.33,11.67,1267347600,350,1.0,3,1267380000,9.971,33.6,1267362000,37.75,1267380000,27.85,1267347600,34.2,1267380000,2010-02-28,1267383600.0,rain,
1267423200,Overcast throughout the day.,cloudy,1267446394,1267486918,0.56,0.0,0.0,0.0,35.56,1267477200,31.71,1267506000,30.1,1267477200,25.49,1267520400,27.93,0.81,1022.77,6.17,12.1,1267441200,357,0.95,3,1267466400,9.872,31.71,1267506000,35.56,1267477200,25.89,1267441200,30.1,1267477200,2010-03-01,,,
1267509600,Overcast throughout the day.,cloudy,1267532699,1267573390,0.59,0.0,0.0,0.0,33.46,1267552800,27.4,1267610400,27.01,1267545600,22.36,1267610400,25.79,0.77,1019.06,6.29,13.94,1267552800,5,0.94,3,1267552800,9.997,29.75,1267592400,33.46,1267552800,24.23,1267585200,27.18,1267527600,2010-03-02,,,
1267596000,Partly cloudy throughout the day.,partly-cloudy-day,1267619002,1267659860,0.63,0.0,0.0,0.0,39.13,1267650000,25.98,1267704000,34.28,1267650000,23.74,1267693200,23.07,0.69,1018.04,5.6,20.54,1267639200,345,0.45,4,1267639200,9.997,27.4,1267610400,39.13,1267650000,22.36,1267610400,34.28,1267650000,2010-03-03,,,
1267682400,Partly cloudy throughout the day.,clear-day,1267705304,1267746331,0.67,0.0,0.0,0.0,42.08,1267729200,26.19,1267790400,38.64,1267729200,21.84,1267794000,21.39,0.63,1022.0,3.91,11.83,1267740000,1,0.11,4,1267725600,9.998,25.98,1267704000,42.08,1267729200,23.74,1267693200,38.64,1267729200,2010-03-04,,,
1267768800,Partly cloudy throughout the day.,clear-day,1267791606,1267832801,0.7,0.0,0.0,0.0,37.66,1267819200,23.66,1267873200,33.13,1267819200,23.66,1267873200,24.4,0.75,1028.07,4.08,11.91,1267804800,18,0.09,4,1267812000,9.831,26.19,1267790400,37.66,1267819200,21.84,1267794000,33.13,1267819200,2010-03-05,,,
1267855200,Clear throughout the day.,clear-day,1267877908,1267919271,0.73,0.0,0.0,0.0,46.87,1267905600,30.27,1267956000,45.46,1267909200,30.27,1267956000,25.15,0.69,1028.98,1.92,8.12,1267905600,187,0.0,5,1267898400,9.403,23.66,1267873200,46.87,1267905600,23.66,1267873200,45.46,1267909200,2010-03-06,,,
1267941600,Drizzle in the afternoon and evening.,rain,1267964209,1268005741,0.76,0.0017,0.0156,0.79,46.98,1267981200,36.37,1268028000,44.13,1267984800,36.37,1268028000,30.33,0.76,1021.81,2.7,9.91,1267981200,175,0.69,4,1267984800,7.757,30.27,1267956000,46.98,1267981200,30.27,1267956000,44.13,1267984800,2010-03-07,1267999200.0,rain,
1268028000,"Foggy until morning, starting again in the evening.",cloudy,1268050509,1268092210,0.8,0.0,0.0,0.0,45.26,1268078400,31.83,1268136000,45.26,1268078400,30.26,1268118000,37.11,0.9,1018.95,1.55,4.6,1268074800,59,0.91,3,1268071200,2.171,34.64,1268110800,45.26,1268078400,34.64,1268110800,45.26,1268078400,2010-03-08,,,
1268114400,Foggy in the morning.,partly-cloudy-day,1268136808,1268178679,0.83,0.0001,0.0015,0.23,52.19,1268164800,47.13,1268186400,52.19,1268164800,45.03,1268222400,38.09,0.84,1011.55,3.4,9.87,1268197200,87,0.85,4,1268154000,4.812,31.83,1268136000,52.19,1268164800,30.26,1268118000,52.19,1268164800,2010-03-09,1268175600.0,rain,
1268200800,Light rain in the morning.,rain,1268223108,1268265147,0.86,0.0016,0.0164,0.77,64.04,1268258400,50.14,1268290800,64.04,1268258400,50.14,1268290800,47.23,0.8,1003.76,4.95,14.65,1268251200,161,0.78,3,1268244000,7.929,47.99,1268222400,64.04,1268258400,45.03,1268222400,64.04,1268258400,2010-03-10,1268229600.0,rain,
1268287200,Light rain until evening.,rain,1268309406,1268351616,0.89,0.0075,0.0632,0.89,60.36,1268344800,42.1,1268398800,60.36,1268344800,42.1,1268398800,48.98,0.85,1002.5,5.25,12.96,1268348400,133,0.79,3,1268330400,8.909,50.14,1268290800,60.36,1268344800,50.14,1268290800,60.36,1268344800,2010-03-11,1268326800.0,rain,
1268373600,"Light rain until morning, starting again in the evening.",rain,1268395705,1268438084,0.92,0.0005,0.0079,0.45,52.54,1268420400,43.16,1268485200,52.54,1268420400,38.08,1268474400,42.88,0.84,1003.76,4.7,14.45,1268456400,15,0.82,4,1268413200,7.569,42.1,1268398800,52.54,1268420400,42.08,1268449200,52.54,1268420400,2010-03-12,1268442000.0,rain,
1268460000,Light rain until evening.,rain,1268482003,1268524552,0.95,0.013,0.0652,0.89,45.85,1268499600,39.82,1268557200,42.35,1268492400,33.11,1268557200,42.85,0.97,1000.32,8.96,18.43,1268470800,35,1.0,3,1268503200,2.786,41.47,1268542800,46.29,1268460000,35.24,1268542800,42.35,1268492400,2010-03-13,1268470800.0,rain,
1268546400,Overcast throughout the day.,cloudy,1268568300,1268611019,0.98,0.0,0.0006,0.07,47.95,1268604000,41.76,1268622000,43.38,1268604000,37.76,1268622000,37.12,0.81,1009.26,9.79,21.41,1268589600,20,0.93,4,1268589600,9.305,39.82,1268557200,47.95,1268604000,33.11,1268557200,43.38,1268604000,2010-03-14,1268546400.0,,
1268629200,Overcast throughout the day.,cloudy,1268654601,1268697483,0.01,0.0,0.0,0.0,47.27,1268683200,36.57,1268740800,44.32,1268690400,36.57,1268740800,37.28,0.77,1019.82,4.85,11.95,1268679600,8,0.9,3,1268676000,9.997,41.79,1268712000,47.27,1268683200,37.83,1268629200,44.9,1268701200,2010-03-15,,,
